"Niveaux_des_prix";"Qualite_du_service_client";"Qualite_garantie";"Satisfaction";"Resume";"Plus";"Moins"
"Très bonne";"Très bonne";"Très bonne";"Très bonne";"J'ai 30 ans et un contrat AFER fonds garanti depuis ma naissance j'ai diversifié un peu avec SFER depuis environ 4 ans. Aprés Afer ou autre c'est un peu partout pareil j'imagine : plus on en a, plus ils nous bichonnent. Quelqu'un qui à plus de 500 000€ dans son fonds garanti n'est pas accueilli comme quelqu'un qui n'a que 50 000€.";"Acteur de poids et de taille sur le marché de l'assurance vie, pas invulnérable mais très solide, toujours en première ligne pour défendre nos biens : Il n'y a pas si longtemps on a échappé de justesse la taxe rétroactive qui remettait en cause l'effet de cliquet (qui est quand même une règle de base sur le contrat). Sinon performances très correctes, toujours présent dans le top du classement, conseiller très disponible, sympathique et toujours a l'ecoute. Possibilités réelle de négociation (frais de versement par exemple).
Également un bonne possibilité de diversîfication en fonction des risques et des attentes de chacun avec les nombreux supports à disposition.";"Aucun souci pour l'instant, pas encore essaye de retrait partiel, à la vue des autres commentaire c'est apparemment là qu'ils pèchent, dans le délai de restitution de l'argent. Tenté de retirer un peu pour les tester et me faire mon propre opinion."
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"Je suis adhérent de l'assureur AFER depuis de nombreuses années et je n'ai eu que 2 contacts avec eux durant ces longues années. Le 1er contact à l'ouverture de mon compte et le 2eme pour un rachat total. Le délai de 3 semaines, un mois maximum annoncé par mon assurance pour récupérer mon argent est passé à 2 mois !! J'ai eu la très bonne idée d'envoyer ma lettre de rachat en recommandée avec accusé de réception, car mes nombreux interlocuteurs m'ont tous annoncés des dates différentes de réception de ma lettre (A leurs avantages bien sûr). A ce jour je n'ai toujours rien reçu sur mon compte bancaire et ni par chèque. Je trouve ces façons de faire plus que scandaleuses car le vrai intérêt de cette assurance est leurs propres intérêts bancaires.Je les qualifie de délinquants en cols blancs. A FUIR !";"Je cherche toujours. Oh oui leurs propres intérêts !";"Récupérer son propre argent !"
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"A fuir !! La concurrence est bien meilleure ailleurs. Je suis toujours en attente de mon rachat total après 3 MOIS d'attente !!!!! Il est visiblement dur, voir impossible de récupérer son propre argent chez Afer. Ils ont soit-disant ""oublié mon dossier malgré mes nombreux appels téléphoniques (toutes les 2 semaines). Vive les intérêts que se fait cette crapuleuse compagnie d'assurance vie car c'est la seule chose qui est important pour eux, votre intérêt donc celui du client passe en second plan.";"aucun";"Récupérer son propre argent."
"Très bonne";"Bonne";"Bonne";"Bonne";"je cherchais depuis longtemps et suis rentré à l'afer depuis 6 ans . Content avec de belles performances sur les sicav : 12%";"Simple et efficace. Bons supports d'investissement, gamme assez variée et largement suffisante pour monsieur toutlemonde.";"rien de spécial, j'ai pu faire une avance de fonds rapide sous qq jours."
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Je souhaitais me faire rembourser de la part complémentaire de soins dentaires ainsi que de quelques dépenses de pharmacie de ma fille étudiante en Angleterre dans le cadre d'une assurance complémentaire valable en Europe (AIG). Pour cela il m'a été demandé de fournir de nombreuses pièces justificatives dont un certificat médical du dentiste, des prises en charge de sécurité sociale, la preuve que ma fille était rentrée en France pour ses soins dentaires, un courrier précisant la date de l'affection nécessitant tel traitement (asthme); de nombreux échanges ont eu lieu par mail avec, à chaque fois, une nouvelle pièce justificative à fournir sans tenir compte des éléments et/ou des explications fournis précédemment tout cela pour un remboursement d'environ 50 € (pour un montant payé d'assurance de 240 €!). Heureusement que mes dépenses de soins (celles de ma fille) n'ont pas été plus élevées. Le préjudice (cela laisse songeur quand on parle d'assurance) aurait certainement été beaucoup plus élevé!";"aucun";"non respect des engagements fixés par le contrat d'assurance."
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"Honteux.  Cela fait 3 semaines que j ai envoyé mon téléphone cassé, j appelle tous les jours afin de savoir ou ca en est. Chaque jour:une version différente. Le téléphone doit subir un diagnostic, puis deux, puis il est cassé on va vous en envoyer un, puis il est finalement en re diagnostic. 3 semaines qu ils ont une attitude irrespectueuse et incompétente a l'égard de mon dossier. Et je continue a.payer 14€/ mois!";"Zero plus";"Tout a revoir. Aucune comprehension, AUCUNE compétence, aucune décence"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"J'ai effectué un achat d'assurance de voyage chez eux. Après suite à ma déclaration il y a QUATRE mois, on m'a enfin expliqué que je n'ai même pas le droit de demander le reboursement !!! En gros quand tu achet une assurance, ce que tu vois en premier ce n'est pas ce qu'on te promis!!!! Il faut faire des recherches comme des detectives pour comptrendre que : oh en fait vous n'avez pas le dorit comme on vous a promis sur le premier page!!! 

Services de très mauvaise qualité, aucun suivi, promesses non tenues, aucune réponse donnée à l'assuré, difficile à joindre. Une véritable horreur, honteux et indigne pour une assurance.";"aucun";"service"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Services de très mauvaise qualité, aucun suivi, promesses non tenues, aucune réponse donnée à l'assuré, difficile à joindre. Une véritable horreur, honteux et indigne pour une assurance couvrant des soins de santé.";"Aucun";"L'ensemble du service et de la relation client"
"Assez bonne";"Assez mauvais";"Assez mauvais";"Assez bonne";"Bonjour, j'ai fait le même constat : ils m'ont indiqué la sortie au bout de 25 ans de fidélité, ayant eu trop d'accidents, y compris ceux dont j'étais victime non responsable. Ils vont même jusqu'à vous considérer responsable de ceux dont vous ne l'êtes pas. ""Décision du siège"" - sans doute des problèmes de finance Cordialement";" Pour un accident, ils m'ont autorisé à louer un véhicule, ce qui n'était pas inclus.";" Se faire jeter au bout de 25 ans, en essayant de vous faire porter la responsabilité de la décision. Les prix. Les conseillers locaux qui ne servent que de boîte aux lettres."
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"je suis pas contente de l'assurance cliente chez vous depuis bientot 1 ans je me fait pas prier pour payer vue que je paye mon assurance correctement mais quand tu as besoin de l'assurance la plus signe de vie actuelement sans tel je suis bloqué . jai declaré un vol de portable depuis le 15  septembre et envoyer tous les document demander mais plus de nouvelles je passes des heures en attente au tel pour avoir quelqu'un mais rien";"jai plus de nouvelles";"jai eu une conseillere qui ma apeine parlé au tel et sa fait mal"
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"METLIFE.... FUYEZ!!!!!
Dans le cadre d'un achat immobilier ma compagne et moi avons souscrit une assurance emprunteur auprès de AIG qui est devenue entre temps Metlife. Les tarifs et les modalités (je ne m'engage jamais que sur un tarif) négociées par le courtier étaient compétitifs. Tout se passait bien (pour Metlife en tout cas car nous avons toujours payé nos échéances endéans les délais) jusqu'à la renégociation de notre prêt immobilier. Nous avons transmis les documents nécessaires à Metlife en février 2015. Nous avons depuis reçu d'innombrables versions d'avenants toujours erronés et nous n'avons jamais reçu de réponses à nos questions simples et donc plus d'un an après notification à Metlife de notre changement de situation, notre situation contractuelle n'est toujours pas figée. Parmi les quelques courriers que nous avons reçus le dernier était incompréhensible car écrit dans un français plus qu'approximatif (cela me donne l'impression de services outsourcés sur des continents aux prix de main d'oeuvre très attractifs). J'ai réussi quelques fois à avoir quelqu'un au téléphone et au mieux vous avez un interlocuteur sympa mais qui ne peut rien pour vous. Les appels à cotisation eux arrivent toujours dans les délais par contre! Je n'ose imaginer la galère dans laquelle nous pourrions nous retrouver s'il devait nous arriver quelque chose à ma compagne ou moi vu la désorganisation qui semble régner dans cette société (si elle existe réellement). Je cherche des personnes confrontées à la même situation pour étudier la possibilité d'entamer une ""action de groupe"" auprès d'associations de consommateur et/ou en justice. 
Stéphane Kucharczyk";"tarifs et modalités compétitifs en 2007 (auprès de AIG racheté par Metlife depuis)";"le contrat ne précisait pas que vous êtes condamné à payer sans devoir espérer la moindre interaction et/ou le moindre traitement efficace de vos requêtes ensuite."
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"souscrit une assurance voyage (avion) couvrant la rupture de correspondance et retard d avion
Correspondance manquee due a retard d avion.
cout de l assurance 43.99 euros pour un voyage
Conscequences de cetyte correspondance retardee :
necessite de prendre un nouveau billet d avion, frais d hébergements additionnels.....soit environ 1100 euros
Remboursement effectue par AIG : 8.20 correspondant a une bouteille d eau et un soda !!!!
Innaceptable de voir un assureur tenter d echapper a ses responsabilités
.COMPAGNIE A EVITER !!!";"N ai pas trouve";"j imagine juste un prejudice corporel ""couvert"" par cette compagnie d assurance"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Aucun suivi, aucune réponse, aucune prise en charge et surtout des propos tenus par les employés totalement INADMISSIBLES suite à un accident de travail (accident de la route), OBLIGATION de prendre un avocat pour faire valoir mes droits, c'est un assureur de mauvaise foi, A EVITER ABSOLUMENT";"Je cherche encore ...";"Tout ce que vous ne voulez pas d'un assureur ..."
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"questionnaire n'ai pas complet pour assuré. résultat refus de l'assurer de participer au frais engagé (hors l'erreur de questionnaire est à la charge de AIG). MOVAIS  EXPERIENCE. NOUS SOMMES EN PROCES CONTRE AIG. Ils font durer le temps. Ils ont rien a perdre car le maximum ILS NOUS rembourserons les frais engagé pour opération en urgence. ils nous ont mis dans la situation compliqué. Nous somme actuellement à plus de 5000 euros de dépecés or nous étions assuré par contrat voyage, expatrièrent, frais médicale à l'étranger.";"moins chère";"refus de participer au frais"
"Assez bonne";"Très bonne";"Très bonne";"Très bonne";"Fin juillet 2014 A la suite d'une bousculade mon téléphone tombe et se casse ( vitre + cristaux liquide= ecran noir)
De suite je contacte AIG qui me confirme que mon assurance prends tout en charge. je reçois dans la foulée le bon chronopost par mail pour que j'envoie mon téléphone en réparation chez PSM Orléans. Des la réception du colis PSM m'informe par mail: téléphone irréparable, il font le nessécaire auprès de l'assurance. 10 jours apres le diagnostique de PSM, je recevais un téléphone à l identique (galaxy s 4) neuf provenant de chez Samsung en parfait etat de marche!! au total 3 semaines pour moi.. 
AIG respecte ses contrats contrairement a ce que j'ai pu lire!
Quand je lis "" Ils ont refusé de couvrir mon sinistre car ils m'ont dit qu'il fallait que je les joignent dans les 5 jours après le sinistre"" ===<U+009B> Bah cest un peu normal ! vous vous faites brûler votre voiture, vous attendez pas 150  ans pour contacter votre assureur...... La c'est pareil....
J'ai lu aussi "" Ils sont injoignables , vous raccroche au nez...."" Je ne sais pas quel numero vous avez mais moi pas une seule fois je n'ai eu de problème ..je n'ai jamais attendu plus de 2 min montre en main pour les avoir!
Bref totalement satisfaite pour ma part...

JE précise que je travaille pas pour eux comme certains pourront penser. 
J’espère néanmoins que vos problèmes s'arrangeront.
Bonne journée a tous =)";"Contrat respecté à la lettre
Téléconseillers sympas
Abordable niveau prix";"Pour moi aucun"
